timestamp,tag,duration,nvidia_gpu_0
1717181439.0147545,init,2.742819309234619,108681
1717181441.7575738,train,1371.1742868423462,49494009
1717182812.9318607,test,25.944550037384033,687936
1717182838.8764107,register,2.9390928745269775,116526
