uuid,min_x,min_y,max_x,max_y,start_date,end_date,geometry
bb2499e3-75c3-4e09-b0b7-c2688ca5deae,8.789062499999998,49.49667452747043,8.96484375,49.610709938074216,2023-05-01,2023-05-31,"POLYGON ((8.789062499999998 49.49667452747043, 8.789062499999998 49.610709938074216, 8.96484375 49.610709938074216, 8.96484375 49.49667452747043, 8.789062499999998 49.49667452747043))"
a6bb959a-0e44-404d-ad42-c3bb8fa0099e,8.96484375,49.38237278700955,9.140625,49.49667452747043,2023-05-01,2023-05-31,"POLYGON ((8.96484375 49.38237278700955, 8.96484375 49.49667452747043, 9.140625 49.49667452747043, 9.140625 49.38237278700955, 8.96484375 49.38237278700955))"
c8a99447-6d60-43a8-acc1-db97c2302103,8.96484375,49.49667452747043,9.140625,49.610709938074216,2023-05-01,2023-05-31,"POLYGON ((8.96484375 49.49667452747043, 8.96484375 49.610709938074216, 9.140625 49.610709938074216, 9.140625 49.49667452747043, 8.96484375 49.49667452747043))"
d5680e36-7eb6-42df-9636-41b00300b4f7,8.26171875,49.49667452747043,8.4375,49.610709938074216,2023-07-01,2023-07-31,"POLYGON ((8.26171875 49.49667452747043, 8.26171875 49.610709938074216, 8.4375 49.610709938074216, 8.4375 49.49667452747043, 8.26171875 49.49667452747043))"
81e436aa-9bfc-4cdb-b7af-3ef6263c3cc7,8.4375,49.15296965617039,8.61328125,49.26780455063753,2023-07-01,2023-07-31,"POLYGON ((8.4375 49.15296965617039, 8.4375 49.26780455063753, 8.61328125 49.26780455063753, 8.61328125 49.15296965617039, 8.4375 49.15296965617039))"
82d2272f-afb1-4562-8970-b16758692bd9,8.4375,49.26780455063753,8.61328125,49.38237278700955,2023-07-01,2023-07-31,"POLYGON ((8.4375 49.26780455063753, 8.4375 49.38237278700955, 8.61328125 49.38237278700955, 8.61328125 49.26780455063753, 8.4375 49.26780455063753))"
d5a30f03-b07b-4129-a704-bfa5b04c0bba,8.61328125,49.15296965617039,8.789062499999998,49.26780455063753,2023-07-01,2023-07-31,"POLYGON ((8.61328125 49.15296965617039, 8.61328125 49.26780455063753, 8.789062499999998 49.26780455063753, 8.789062499999998 49.15296965617039, 8.61328125 49.15296965617039))"
ec91d522-7f57-4c0a-b769-e560a3224979,8.61328125,49.26780455063753,8.789062499999998,49.38237278700955,2023-07-01,2023-07-31,"POLYGON ((8.61328125 49.26780455063753, 8.61328125 49.38237278700955, 8.789062499999998 49.38237278700955, 8.789062499999998 49.26780455063753, 8.61328125 49.26780455063753))"
356d2085-f11c-4f3c-ae44-e485228880a6,8.789062499999998,49.15296965617039,8.96484375,49.26780455063753,2023-07-01,2023-07-31,"POLYGON ((8.789062499999998 49.15296965617039, 8.789062499999998 49.26780455063753, 8.96484375 49.26780455063753, 8.96484375 49.15296965617039, 8.789062499999998 49.15296965617039))"
8680cbbf-76f1-48c7-bd19-7d6bcde8ca4b,8.789062499999998,49.26780455063753,8.96484375,49.38237278700955,2023-07-01,2023-07-31,"POLYGON ((8.789062499999998 49.26780455063753, 8.789062499999998 49.38237278700955, 8.96484375 49.38237278700955, 8.96484375 49.26780455063753, 8.789062499999998 49.26780455063753))"
